date.added.to.catalog	pubmedid	first.author	date	journal	link	study	disease.trait	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	snp.gene.ids	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	snps	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc
6/16/2008	18372905	Tomlinson IP	3/30/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372905	A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.	Colorectal cancer	"922 European ancestry cases, 927 European ancestry controls"	"17,089 European ancestry cases, 16,862 European ancestry controls, 783 cases, 664 controls"	8q23.3	8	116618444	EIF3H	LOC105375712 - EIF3H	105375712	8667		3145	26372	rs16892766-A	rs16892766		16892766	intergenic_variant	0	0.07	3.00E-18	17.52287875		1.27	[1.20-1.34]	Illumina [547647]
6/16/2008	18372905	Tomlinson IP	3/30/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372905	A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.	Colorectal cancer	"922 European ancestry cases, 927 European ancestry controls"	"17,089 European ancestry cases, 16,862 European ancestry controls, 783 cases, 664 controls"	8q24.21	8	127401060	intergenic	"CASC8, CCAT2"			"727677, 101805488"			rs6983267-?	rs6983267		6983267	non_coding_transcript_exon_variant	0	0.48	7.00E-11	10.15490196		1.24	[1.17-1.33]	Illumina [547647]
6/16/2008	18372905	Tomlinson IP	3/30/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372905	A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.	Colorectal cancer	"922 European ancestry cases, 927 European ancestry controls"	"17,089 European ancestry cases, 16,862 European ancestry controls, 783 cases, 664 controls"	18q21.1	18	48927093	SMAD7	SMAD7			4092			rs4939827-?	rs4939827		4939827	intron_variant	0	0.53	2.00E-06	5.698970004		1.18	[1.10-1.25]	Illumina [547647]
6/16/2008	18372905	Tomlinson IP	3/30/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372905	A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.	Colorectal cancer	"922 European ancestry cases, 927 European ancestry controls"	"17,089 European ancestry cases, 16,862 European ancestry controls, 783 cases, 664 controls"	15q13.3	15	32702555	intergenic	SCG5 - GREM1	6447	26585		5458	15419	rs4779584-?	rs4779584		4779584	intergenic_variant	0	0.19	5.00E-07	6.301029996		1.23	[1.14-1.34]	Illumina [547647]
7/12/2010	20543847	Turnbull C	6/13/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20543847	"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer."	Testicular germ cell cancer	"979 European ancestry cases, 4,947 European ancestry controls"	"664 European ancestry cases, 3,456 European ancestry controls"	5q31.3	5	142302223	SPRY4	NDFIP1 - SPRY4	80762	81848		147780	8204	rs4624820-?	rs4624820		4624820	intergenic_variant	0	0.54	1.00E-14	14		1.47	[1.33-1.64]	Illumina [298782]
7/12/2010	20543847	Turnbull C	6/13/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20543847	"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer."	Testicular germ cell cancer	"979 European ancestry cases, 4,947 European ancestry controls"	"664 European ancestry cases, 3,456 European ancestry controls"	12q21.32	12	88559784	KITLG	KITLG			4254			rs3782181-?	rs3782181		3782181	intron_variant	0	0.78	2.00E-26	25.69897		2.22	[1.89-2.56]	Illumina [298782]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	10q26.13	10	121577821	FGFR2	FGFR2			2263			rs2981579-A	rs2981579		2981579	intron_variant	0	0.42	4.00E-31	30.39794001		1.43	[1.35-1.53]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	16q12.1	16	52552429	TOX3	CASC16			643714			rs3803662-A	rs3803662		3803662	non_coding_transcript_exon_variant	0	0.26	3.00E-15	14.52287875		1.3	[1.22-1.39]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	5q11.2	5	56736057	MAP3K1	LOC101928448 - LOC105378979	101928448	105378979		129825	34270	rs889312-C	rs889312		889312	intergenic_variant	0	0.28	5.00E-09	8.301029996		1.22	[1.14-1.30]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	8q24.21	8	127375606	intergenic	"CASC8, CASC21"			"727677, 103021164"			rs1562430-T	rs1562430		1562430	intron_variant	0	0.58	6.00E-07	6.22184875		1.17	[1.10-1.25]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	2q35	2	217041109	intergenic	LOC101928278			101928278			rs13387042-A	rs13387042		13387042	intergenic_variant	0	0.49	2.00E-10	9.698970004		1.21	[1.14-1.29]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	11p15.5	11	1920716	LSP1	TNNT3			7140			rs909116-T	rs909116		909116	intron_variant	0	0.53	7.00E-07	6.15490196		1.17	[1.10-1.24]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	6q25.1	6	151592978	"ESR1, C6orf97"	CCDC170			80129			rs3757318-A	rs3757318		3757318	intron_variant	0	0.07	3.00E-06	5.522878745		1.3	[1.17-1.46]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	3p24.1	3	27374522	SLC4A7	SLC4A7			9497			rs4973768-T	rs4973768		4973768	3_prime_UTR_variant	0	0.47	6.00E-07	6.22184875		1.16	[1.10-1.24]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	9p21.3	9	22062135	"CDKN2A, CDKN2B"	CDKN2B-AS1			100048912			rs1011970-T	rs1011970		1011970	intron_variant	0	0.17	3.00E-08	7.522878745		1.09	[1.04-1.14]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	10p15.1	10	5844771	"ANKRD16, FBXO18"	GDI2 - TRV-TAC3-1	2665	100189342		31222	8940	rs2380205-C	rs2380205		2380205	upstream_gene_variant	0	0.57	5.00E-07	6.301029996		1.06	[1.02-1.10]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	10q21.2	10	62518923	ZNF365	ZNF365			22891			rs10995190-G	rs10995190		10995190	intron_variant	0	0.85	5.00E-15	14.30103		1.16	[1.10-1.22]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	10q22.3	10	79081391	ZMIZ1	ZMIZ1			57178			rs704010-A	rs704010		704010	intron_variant	0	0.39	4.00E-09	8.397940009		1.07	[1.03-1.11]	Illumina [582886]
6/2/2010	20453838	Turnbull C	5/9/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	"3,659 European ancestry cases, 4,897 European ancestry controls"	"12,576 European ancestry cases, 12,223 European ancestry controls"	11q13.3	11	69513996	"FGF3, MYEOV, CCND1, ORAOV1, FGF19, FGF4"	LINC01488 - CCND1	101928292	595		20453	127109	rs614367-T	rs614367		614367	intergenic_variant	0	0.15	3.00E-15	14.52287875		1.15	[1.10-1.20]	Illumina [582886]
7/12/2010	20543847	Turnbull C	6/13/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20543847	"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer."	Testicular germ cell cancer	"979 European ancestry cases, 4,947 European ancestry controls"	"664 European ancestry cases, 3,456 European ancestry controls"	5p15.33	5	1286401	TERT	TERT			7015			rs2736100-T	rs2736100		2736100	intron_variant	0	0.49	8.00E-15	14.09691001		1.33	[1.18-1.50]	Illumina [298782]
7/12/2010	20543847	Turnbull C	6/13/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20543847	"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer."	Testicular germ cell cancer	"979 European ancestry cases, 4,947 European ancestry controls"	"664 European ancestry cases, 3,456 European ancestry controls"	5p15.33	5	1308437	"TERT, CLPTM1L"	TERT - MIR4457	7015	100616235		13390	873	rs4635969-T	rs4635969		4635969	downstream_gene_variant	0	0.19	1.00E-23	23		1.54	[1.33-1.79]	Illumina [298782]
7/12/2010	20543847	Turnbull C	6/13/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20543847	"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer."	Testicular germ cell cancer	"979 European ancestry cases, 4,947 European ancestry controls"	"664 European ancestry cases, 3,456 European ancestry controls"	9p24.3	9	863635	DMRT1	DMRT1			1761			rs755383-T	rs755383		755383	intron_variant	0	0.62	1.00E-23	23		1.37	[1.21-1.55]	Illumina [298782]
7/12/2010	20543847	Turnbull C	6/13/2010	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20543847	"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer."	Testicular germ cell cancer	"979 European ancestry cases, 4,947 European ancestry controls"	"664 European ancestry cases, 3,456 European ancestry controls"	12p13.1	12	14500933	ATF7IP	ATF7IP			55729			rs2900333-C	rs2900333		2900333	3_prime_UTR_variant	0	0.62	6.00E-10	9.22184875		1.27	[1.12-1.44]	Illumina [298782]
4/23/2015	25105248	Wang H	8/8/2014	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25105248	Trans-ethnic genome-wide association study of colorectal cancer identifies a new susceptibility locus in VTI1A.	Colorectal cancer	"2,627 Japanese ancestry cases, 3,797 Japanese ancestry controls, 1,893 African American cases, 4,703 African American controls"	"16,823 European ancestry cases, 18,211 European ancestry controls"	10q25.2	10	112520943	VTI1A	VTI1A			143187			rs12241008-C	rs12241008		12241008	intron_variant	0	0.09	1.00E-09	9		1.13	[1.09–1.18]	Illumina [4276079] (imputed)
11/12/2008	18978787	Wang Y	11/2/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	"5,095 European ancestry cases, 5,200 European ancestry cases"	"2,448 European ancestry cases, 2,983 European ancestry controls"	6p21.33	6	31652743	"BAT3, MSH5"	"BAG6, APOM"			"7917, 55937"			rs3117582-C	rs3117582		3117582	intron_variant	0	NR	5.00E-10	9.301029996		1.24	[1.16-1.33]	Illumina [223891]
11/12/2008	18978787	Wang Y	11/2/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	"5,095 European ancestry cases, 5,200 European ancestry cases"	"2,448 European ancestry cases, 2,983 European ancestry controls"	5p15.33	5	1321972	CLPTM1L	CLPTM1L			81037			rs401681-G	rs401681		401681	intron_variant	0	NR	8.00E-09	8.096910013		1.15	[1.09-1.19]	Illumina [223891]
11/12/2008	18978787	Wang Y	11/2/2008	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18978787	Common 5p15.33 and 6p21.33 variants influence lung cancer risk.	Lung cancer	"5,095 European ancestry cases, 5,200 European ancestry cases"	"2,448 European ancestry cases, 2,983 European ancestry controls"	15q25.1	15	78615690	NR	CHRNA3			1136			rs8042374-?	rs8042374		8042374	intron_variant	0	NR	8.00E-12	11.09691001				Illumina [223891]
1/21/2015	24880342	Wang Y	6/1/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24880342	Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer.	Lung cancer	"3,442 European ancestry adenocarcinoma cases, 3,275 European ancestry squamous cell carcinoma cases, 4,631 cases, up to 15,861 controls"	"3,589 European ancestry adenocarcinoma cases, 3,202 European ancestry squamous cell carcinoma cases, 3,455 cases, up to 38,295 controls"	13q13.1	13	32398489	"BRCA2, FRY"	BRCA2			675			rs11571833-T	rs11571833		11571833	stop_gained	0	0.011	2.00E-19	18.69897	(All lung cancer)	1.83	[1.61-2.09]	Illumina [8900000] (imputed)
1/21/2015	24880342	Wang Y	6/1/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24880342	Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer.	Lung cancer	"3,442 European ancestry adenocarcinoma cases, 3,275 European ancestry squamous cell carcinoma cases, 4,631 cases, up to 15,861 controls"	"3,589 European ancestry adenocarcinoma cases, 3,202 European ancestry squamous cell carcinoma cases, 3,455 cases, up to 38,295 controls"	22q12.1	22	28725099	CHEK2	CHEK2			11200			rs17879961-A	rs17879961		17879961	missense_variant	0	0.9975	3.00E-11	10.52287875	(All lung cancer)	1.67	[1.43-1.92]	Illumina [8900000] (imputed)
1/21/2015	24880342	Wang Y	6/1/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24880342	Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer.	Lung cancer	"3,442 European ancestry adenocarcinoma cases, 3,275 European ancestry squamous cell carcinoma cases, 4,631 cases, up to 15,861 controls"	"3,589 European ancestry adenocarcinoma cases, 3,202 European ancestry squamous cell carcinoma cases, 3,455 cases, up to 38,295 controls"	13q13.1	13	32398489	"BRCA2, FRY"	BRCA2			675			rs11571833-T	rs11571833		11571833	stop_gained	0	0.0105	5.00E-20	19.30103	(Squamous cell carcinoma)	2.47	[2.03-3.00]	Illumina [8900000] (imputed)
1/21/2015	24880342	Wang Y	6/1/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24880342	Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer.	Lung cancer	"3,442 European ancestry adenocarcinoma cases, 3,275 European ancestry squamous cell carcinoma cases, 4,631 cases, up to 15,861 controls"	"3,589 European ancestry adenocarcinoma cases, 3,202 European ancestry squamous cell carcinoma cases, 3,455 cases, up to 38,295 controls"	22q12.1	22	28725099	CHEK2	CHEK2			11200			rs17879961-A	rs17879961		17879961	missense_variant	0	0.9975	1.00E-13	13	(Squamous cell carcinoma)	2.63	[2.04-3.33]	Illumina [8900000] (imputed)
1/21/2015	24880342	Wang Y	6/1/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24880342	Rare variants of large effect in BRCA2 and CHEK2 affect risk of lung cancer.	Lung cancer	"3,442 European ancestry adenocarcinoma cases, 3,275 European ancestry squamous cell carcinoma cases, 4,631 cases, up to 15,861 controls"	"3,589 European ancestry adenocarcinoma cases, 3,202 European ancestry squamous cell carcinoma cases, 3,455 cases, up to 38,295 controls"	3q28	3	189639813	TP63	TP63			8626			rs13314271-T	rs13314271		13314271	intron_variant	0	0.49	7.00E-10	9.15490196	(Adenocarcinoma)	1.13	[1.09-1.18]	Illumina [8900000] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	8q23.3	8	116562277	EIF3H	LOC105375711 - LOC105375712	105375711	105375712		87874	42242	rs140355816-G	rs140355816		140355816	intergenic_variant	0	0.017	2.00E-08	7.698970004		1.591	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	8q24.21	8	127395198	MYC	CASC8			727677			rs10505477-T	rs10505477		10505477	intron_variant	0	0.54	8.00E-13	12.09691001		1.198	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	10p14	10	8697617	GATA3	LOC105376400			105376400			rs11255841-T	rs11255841		11255841	intergenic_variant	0	0.68	7.00E-11	10.15490196		1.19	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	12q13.12	12	50179650	"DIP2B, ATF1"	LIMA1			51474			rs34245511-C	rs34245511		34245511	intron_variant	0	0.346	3.00E-08	7.522878745		1.144	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	15q13.3	15	32720301	"GREM1, SCG5"	GREM1			26585			rs73376930-G	rs73376930		73376930	intron_variant	0	0.207	1.00E-11	11		1.246	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	19q13.11	19	33036982	"GPATCH1, RHPN2"	RHPN2			85415			rs13343954-T	rs13343954		13343954	intron_variant	0	0.857	7.00E-08	7.15490196		1.183	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	20p12.3	20	6399697	BMP2	LOC149844 - CASC20	149844	101929244		184358	27035	rs57046232-T	rs57046232		57046232	intergenic_variant	0	0.369	3.00E-06	5.522878745		1.107	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	20q13.33	20	62394395	LAMA5	CABLES2			81928			rs2427308-C	rs2427308		2427308	intron_variant	0	0.78	3.00E-11	10.52287875		1.235	[NR]	Illumina [NR] (imputed)
11/8/2014	24737748	Whiffin N	4/15/2014	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24737748	Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.	Colorectal cancer	"5,626 European ancestry cases, 7,817 European ancestry controls"	"14,037 European ancestry cases, 15,937 European ancestry controls"	10q24.2	10	99585609	"SLC25A28, ABCC2, MRP2, NKX2-3"	NKX2-3 - SLC25A28	159296	81894		49085	24909	rs1035209-T	rs1035209		1035209	intergenic_variant	0	0.195	5.00E-11	10.30103		1.12	[1.08-1.16]	Illumina [NR] (imputed)
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	5p15.33	5	1293971	"ZDHHC11, BRD9, TRIP13, LOC100506688, NKD2, SLC12A7, MIR4635, SLC6A19, SLC6A18, MIR4457, TERT, SLC6A3, LPCAT1, CLPTM1L, SDHAP3, LOC728613, MIR4277"	TERT			7015			rs2736098-C	rs2736098		2736098	synonymous_variant	0	0.716	1.00E-13	13		1.25	[1.18-1.32]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	7q32.3	7	130995762	"COPG2, TSGA13, KLF14, MIR29A, MIR29B1, LOC646329, LINC-PINT, MKLN1"	LINC-PINT			378805			rs6971499-T	rs6971499		6971499	intron_variant	0	0.853	3.00E-12	11.52287875		1.27	[1.19-1.35]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	16q23.1	16	75229763	"ZFP1, CTRB1, CFDP1, TMEM170A, CHST6, CHST5, TMEM231, GABARAPL2, ADAT1, KARS, TERF21P, LDHD, BCAR1, CTRB2, FA2H, WDR59, ZNFR1"	BCAR1			9564			rs7190458-A	rs7190458		7190458	synonymous_variant	0	0.039	1.00E-10	10		1.46	[1.30–1.65]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	13q12.2	13	27919860	"URAD, FLT3, PAN3-AS1, PAN3, GSX1, PDX1-AS1, PDX1, ATP5EP2, CDX2"	PDX1-AS1			100861550			rs9581943-A	rs9581943		9581943	intron_variant	0	0.406	2.00E-09	8.698970004		1.15	[1.10–1.20]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	22q12.1	22	28904318	"SNORD125, RHBDD3, EWSR1, CHEK2, TTC28, HSCB, CCDC117, XBP1, ZNRF3, KREMEN1, ZNRF3-AS1, C22orf31, EMID1, GAS2L1, RASL10A, AP1B1, MIR3653"	ZNRF3			84133			rs16986825-T	rs16986825		16986825	intron_variant	0	0.149	1.00E-08	8		1.18	[1.12–1.25]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	8q24.21	8	128555832	"LINC00977, MIR1208, PVT1, MYC"	LINC00824			101927774			rs1561927-T	rs1561927		1561927	intron_variant	0	0.721	1.00E-07	7		1.15	[1.09-1.2]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"				"ADAMTS13, ABO"							rs687289-?	rs687289		687289		1	NR	2.00E-16	15.69897		1.27	[1.20–1.35]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	13q22.1	13	73342491	"KLF12, KLF5"	RNU6-66P - LINC00393	100873770	100874156		229473	114408	rs9543325-?	rs9543325		9543325	regulatory_region_variant	0	NR	4.00E-14	13.39794001		1.23	[1.18-1.30]	Illumina [608202]
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	1q32.1	1	199996040	NR5A2	LOC105371682 - NR5A2	105371682	2494		36581	31562	rs10919791-?	rs10919791		10919791	intergenic_variant	0	NR	1.00E-11	11		1.27	[1.18-1.33]	Illumina [608202]
