date.added.to.catalog	PUBMEDID	first.author	date	journal	link	STUDY	DISEASE/TRAIT	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	SNP_GENE_IDS	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	SNPS	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc	CNV
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	8q22.1	8	94844683	INTS8	INTS8			55656			rs17359493-G	rs17359493		17359493	intron_variant	0	0.22	1.00E-07	7		1.1	[1.06-1.13]	"Affymetrix, Illumina [2579389] (imputed)"	N
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.3	4.00E-94	93.39794001		1.36	[1.32-1.40]	"Affymetrix, Illumina [2579389] (imputed)"	N
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	11p15.4	11	2828300	KCNQ1	KCNQ1			3784			rs2283228-A	rs2283228		2283228	intron_variant	0	0.89	5.00E-13	12.30103		1.19	[1.13-1.24]	"Affymetrix, Illumina [2579389] (imputed)"	N
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	12q14.3	12	65857160	HMGA2	"LOC100129940, HMGA2"			"100129940, 8091"			rs343092-T	rs343092		343092	non_coding_transcript_exon_variant	0	0.81	3.00E-12	11.52287875		1.14	[1.10-1.19]	"Affymetrix, Illumina [2579389] (imputed)"	N
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	4p16.3	4	947730	TMEM175	TMEM175			84286			rs2290402-?	rs2290402		2290402	5_prime_UTR_variant	0	NR	7.00E-06	5.15490196	(AA)			"Affymetrix, Illumina [2579389] (imputed)"	N
6/2/2015	25102180	Ng MC	8/7/2014	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/25102180	Meta-analysis of genome-wide association studies in african americans provides insights into the genetic architecture of type 2 diabetes.	Type 2 diabetes	"8,284 African American cases, 15,543 African American controls"	"6,061 African American cases, 5,483 African American controls, 8,130 European ancestry cases, 38,987 European ancestry controls"	11p15.5	11	2684113	KCNQ1	"LOC105376523, KCNQ1, KCNQ1OT1"			"105376523, 3784, 10984"			rs231356-T	rs231356		231356	non_coding_transcript_exon_variant	0	0.27	4.00E-08	7.397940009		1.09	[1.06-1.13]	"Affymetrix, Illumina [2579389] (imputed)"	N
3/19/2013	23209189	Tabassum R	12/3/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23209189	Genome-wide association study for type 2 diabetes in Indians identifies a new susceptibility locus at 2q21.	Type 2 diabetes	"1,101 Indo-European ancestry cases, 1,027 Indo-European ancestry controls"	"3,607 Indo-European ancestry cases, 2,924 Indo-European ancestry controls, 1,184 Dravidian ancestry cases, 1,061 Dravidian ancestry controls, 11,285 European ancestry cases, 11,285 European ancestry controls"	9p21.3	9	22132077	CDKN2A	CDKN2B-AS1 - DMRTA1	100048912	63951		10980	314764	rs2383208-T	rs2383208		2383208	intergenic_variant	0	0.85	3.00E-06	5.522878745	(Indo-European South Asians)	1.23	[1.13-1.34]	Illumina [536420]	N
3/19/2013	23209189	Tabassum R	12/3/2012	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23209189	Genome-wide association study for type 2 diabetes in Indians identifies a new susceptibility locus at 2q21.	Type 2 diabetes	"1,101 Indo-European ancestry cases, 1,027 Indo-European ancestry controls"	"3,607 Indo-European ancestry cases, 2,924 Indo-European ancestry controls, 1,184 Dravidian ancestry cases, 1,061 Dravidian ancestry controls, 11,285 European ancestry cases, 11,285 European ancestry controls"	16q12.2	16	53782363	FTO	FTO			79068			rs8050136-A	rs8050136		8050136	intron_variant	0	0.34	6.00E-06	5.22184875	(Indo-European South Asians)	1.16	[1.09-1.24]	Illumina [536420]	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.31	3.00E-19	18.52287875	(Punjabi Sikhs)	1.44	[1.33 - 1.56]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	13q12.12	13	23290518	"SGCG, SACS"	SGCG			6445			rs9552911-G	rs9552911		9552911	intron_variant	0	0.93	2.00E-08	7.698970004	(Punjabi Sikhs)	1.49	[1.3-1.72]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	5q33.2	5	155967220	intergenic	PPIGP1 - SGCD	100131033	6444		473408	150714	rs17053082-T	rs17053082		17053082	intron_variant	0	0.1	4.00E-07	6.397940009	(Punjabi Sikhs)	1.49	[1.28 - 1.73]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	1q42.13	1	228744368	RHOU	RHOU			58480			rs6426514-A	rs6426514		6426514	3_prime_UTR_variant	0	0.06	2.00E-06	5.698970004	(Punjabi Sikhs)	1.51	[1.27 - 1.78]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	8q24.22	8	133184606	WISP1	LOC105375769 - WISP1	105375769	8840		18273	6433	rs4527850-T	rs4527850		4527850	regulatory_region_variant	0	0.75	2.00E-06	5.698970004	(Punjabi Sikhs)	1.23	[1.13 - 1.34]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	17p13.3	17	796780	NXN	RNMTL1 - NXN	55178	64359		4271	2533	rs623323-T	rs623323		623323	downstream_gene_variant	0	0.15	4.00E-06	5.397940009	(Punjabi Sikhs)	1.28	[1.15 - 1.42]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0	0.41	5.00E-06	5.301029996	(Punjabi Sikhs)	1.19	[1.11-1.28]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.31	6.00E-22	21.22184875	(All Punjabi)	1.3	[1.23 - 1.37]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	5q33.2	5	155967220	intergenic	PPIGP1 - SGCD	100131033	6444		473408	150714	rs17053082-T	rs17053082		17053082	intron_variant	0	0.1	4.00E-07	6.397940009	(All Punjabi)	1.49	[1.28 - 1.73]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0	0.41	4.00E-07	6.397940009	(All Punjabi)	0.88	[0.83 - 0.92]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.3	3.00E-35	34.52287875	(South Asians)	1.15	[1.13 - 1.18]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0	0.45	4.00E-09	8.397940009	(South Asians)	1.06	[1.04-1.09]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	20q13.31	20	57454548	"CTCFL, RBM38, HMG1L1, PCK1"	RBM38 - LOC105372688	55544	105372688		45215	5926	rs328506-C	rs328506		328506	intergenic_variant	0	0.8	2.00E-06	5.698970004	(South Asians)	1.11	[1.06-1.15]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.3	2.00E-38	37.69897	"(South Asians, East Asians)"	1.15	[1.12 - 1.17]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0	0.45	2.00E-13	12.69897	"(South Asians, East Asians)"	1.06	[1.04-1.08]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	10q25.2	10	112998590	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146		7903146	intron_variant	0	0.5	9.00E-75	74.04575749	"(South Asian, East Asian, Europeans)"	1.19	[1.17 - 1.21]	Illumina [1232008] (imputed)	N
3/27/2013	23300278	Saxena R	1/8/2013	Diabetes	www.ncbi.nlm.nih.gov/pubmed/23300278	Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.	Type 2 diabetes	"842 Punjabi Sikh ancestry cases, 774 Punjabi Sikh ancestry controls"	"up to 2,512 Punjabi Sikh ancestry cases and 3,201 Punjabi Sikh ancestry controls, up to 16,128 South Asian ancestry cases and 23,846 South Asian ancestry controls, up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls, up to 8,130 European ancestry cases and 38,987 European ancestry controls"	3q27.2	3	185811292	IGF2BP2	IGF2BP2			10644			rs1470579-C	rs1470579		1470579	intron_variant	0	0.5	2.00E-19	18.69897	"(South Asian, East Asian, Europeans)"	1.08	[1.05-1.09]	Illumina [1232008] (imputed)	N
5/16/2013	23386860	Pasquale LR	1/30/2013	Front Genet	www.ncbi.nlm.nih.gov/pubmed/23386860	Exploring genome-wide - dietary heme iron intake interactions and the risk of type 2 diabetes.	Type 2 diabetes (dietary heme iron intake interaction)	"1,806 European ancestry cases, 2,965 European ancestry controls"	NA	9q31.3	9	110657479	"SVEP1, MUSK"	LOC105376218 - MUSK	105376218	4593		36870	11066	rs10980508-?	rs10980508		10980508	intergenic_variant	0	NR	1.00E-06	6		0.64	[NR] unit increase	Affymetrix [681770]	N
5/16/2013	23386860	Pasquale LR	1/30/2013	Front Genet	www.ncbi.nlm.nih.gov/pubmed/23386860	Exploring genome-wide - dietary heme iron intake interactions and the risk of type 2 diabetes.	Type 2 diabetes (dietary heme iron intake interaction)	"1,806 European ancestry cases, 2,965 European ancestry controls"	NA	16p12.1	16	24799360	TNRC6A	TNRC6A			27327			rs17177078-?	rs17177078		17177078	intron_variant	0	NR	5.00E-06	5.301029996		0.83	[NR] unit increase	Affymetrix [681770]	N
5/16/2013	23386860	Pasquale LR	1/30/2013	Front Genet	www.ncbi.nlm.nih.gov/pubmed/23386860	Exploring genome-wide - dietary heme iron intake interactions and the risk of type 2 diabetes.	Type 2 diabetes (dietary heme iron intake interaction)	"1,806 European ancestry cases, 2,965 European ancestry controls"	NA	7p21.1	7	16850188	"AGR2, AGR3"	LOC100287613			100287613			rs1525739-?	rs1525739		1525739	non_coding_transcript_exon_variant	0	NR	6.00E-06	5.22184875		0.44	[NR] unit decrease	Affymetrix [681770]	N
5/16/2013	23386860	Pasquale LR	1/30/2013	Front Genet	www.ncbi.nlm.nih.gov/pubmed/23386860	Exploring genome-wide - dietary heme iron intake interactions and the risk of type 2 diabetes.	Type 2 diabetes (dietary heme iron intake interaction)	"1,806 European ancestry cases, 2,965 European ancestry controls"	NA	22q13.31	22	43852624	SULT4A1	SULT4A1			25830			rs470089-?	rs470089		470089	intron_variant	0	NR	9.00E-06	5.045757491		0.55	[NR] unit decrease	Affymetrix [681770]	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	4q31.3	4	152599323	TMEM154	LOC105377493 - RPS14P6	105377493	646737		45565	14501	rs6813195-C	rs6813195		6813195	intergenic_variant	0		4.00E-14	13.39794001		1.08	[1.06-1.10]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	6p24.3	6	7258384	"RREB1, SSR1"	LOC105374905			105374905			rs9502570-A	rs9502570		9502570	intergenic_variant	0		1.00E-09	9		1.06	[1.04-1.08]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	1p32.3	1	50444313	FAF1	FAF1			11124			rs17106184-G	rs17106184		17106184	intron_variant	0		4.00E-09	8.397940009		1.1	[1.07-1.14]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	6p21.33	6	31168937	"TCF19, POU5F1"	POU5F1			5460			rs3132524-G	rs3132524		3132524	intron_variant	0		4.00E-09	8.397940009		1.07	[1.04-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	3q27.3	3	188022735	LPP	LOC105374266 - LOC105374268	105374266	105374268		46314	50153	rs6808574-C	rs6808574		6808574	intergenic_variant	0		6.00E-09	8.22184875		1.07	[1.04-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	5q11.2	5	53975590	ARL15	ARL15			54622			rs702634-A	rs702634		702634	intron_variant	0		7.00E-09	8.15490196		1.06	[1.04-1.09]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	12q24.31	12	123156306	MPHOSPH9	MPHOSPH9			10198			rs1727313-C	rs1727313		1727313	3_prime_UTR_variant	0		1.00E-08	8		1.06	[1.04-1.08]	"Affymetrix, Illumina [2500000] (imputed)"	N
10/23/2014	24509480	Mahajan A	2/9/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24509480	Genome-wide trans-ancestry meta-analysis provides insight into the genetic architecture of type 2 diabetes susceptibility.	Type 2 diabetes	"12,171 European ancestry cases, 56,862 European ancestry controls, 6,952 East Asian ancestry cases, 11,865 East Asian ancestry controls, 5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls, 1,804 Mexican ancestry cases, 779 Mexican ancestry controls"	"21,491 European ancestry cases, 55,647 European ancestry controls"	10q26.13	10	122432914	PLEKHA1	PLEKHA1 - LOC105378525	59338	105378525		559	16139	rs10510110-C	rs10510110		10510110	3_prime_UTR_variant	0		1.00E-07	7		1.05	[1.03-1.07]	"Affymetrix, Illumina [2500000] (imputed)"	N
